hour,day_of_week,month,is_weekend,is_holiday,weather_code,road_type_enc,road_type,incident,base_capacity,congestion_pct,travel_mult
17,3,4,0,0,1,2,bypass,0,85,70.1,2.104
18,3,4,0,0,1,0,highway,0,100,93.0,2.464
18,3,4,0,0,1,1,city,0,70,98.0,2.543
18,3,4,0,0,1,2,bypass,0,85,75.9,2.195
19,3,4,0,0,4,0,highway,0,100,98.0,2.837
19,3,4,0,0,4,1,city,0,70,98.0,2.837
19,3,4,0,0,4,2,bypass,0,85,89.9,2.686
20,3,4,0,0,0,0,highway,0,100,79.0,2.184
20,3,4,0,0,0,1,city,0,70,85.9,2.288
20,3,4,0,0,0,2,bypass,0,85,64.6,1.969
21,3,4,0,0,0,0,highway,0,100,34.8,1.522
21,3,4,0,0,0,1,city,0,70,42.0,1.63
21,3,4,0,0,0,2,bypass,0,85,36.7,1.55
22,3,4,0,0,0,0,highway,0,100,31.6,1.474
22,3,4,0,0,0,1,city,0,70,41.1,1.616
22,3,4,0,0,0,2,bypass,0,85,28.2,1.424
23,3,4,0,0,0,0,highway,0,100,16.5,1.248
23,3,4,0,0,0,1,city,0,70,22.2,1.333
23,3,4,0,0,0,2,bypass,0,85,20.0,1.3
0,4,4,0,0,0,0,highway,0,100,10.1,1.152
0,4,4,0,0,0,1,city,0,70,13.6,1.204
0,4,4,0,0,0,2,bypass,0,85,2.3,1.034
1,4,4,0,0,0,0,highway,0,100,2.2,1.032
1,4,4,0,0,0,1,city,0,70,3.2,1.048
1,4,4,0,0,0,2,bypass,0,85,2.0,1.03
2,4,4,0,0,0,0,highway,0,100,9.6,1.144
2,4,4,0,0,0,1,city,0,70,9.7,1.145
2,4,4,0,0,0,2,bypass,0,85,7.1,1.106
3,4,4,0,0,4,0,highway,0,100,2.0,1.038
3,4,4,0,0,4,1,city,0,70,2.9,1.055
3,4,4,0,0,4,2,bypass,0,85,2.0,1.038
4,4,4,0,0,1,0,highway,0,100,9.8,1.154
4,4,4,0,0,1,1,city,0,70,2.0,1.032
4,4,4,0,0,1,2,bypass,0,85,5.3,1.084
5,4,4,0,0,0,0,highway,0,100,3.7,1.055
5,4,4,0,0,0,1,city,0,70,10.2,1.152
5,4,4,0,0,0,2,bypass,0,85,2.0,1.03
6,4,4,0,0,1,0,highway,0,100,50.8,1.801
6,4,4,0,0,1,1,city,0,70,56.1,1.883
6,4,4,0,0,1,2,bypass,0,85,45.5,1.716
7,4,4,0,0,0,0,highway,0,100,34.3,1.515
7,4,4,0,0,0,1,city,0,70,39.0,1.585
7,4,4,0,0,0,2,bypass,0,85,35.7,1.536
8,4,4,0,0,0,0,highway,0,100,80.3,2.205
8,4,4,0,0,0,1,city,0,70,90.7,2.361
8,4,4,0,0,0,2,bypass,0,85,63.0,1.945
9,4,4,0,0,1,0,highway,0,100,79.5,2.251
9,4,4,0,0,1,1,city,0,70,94.4,2.487
9,4,4,0,0,1,2,bypass,0,85,72.2,2.137
10,4,4,0,0,0,0,highway,0,100,59.8,1.898
10,4,4,0,0,0,1,city,0,70,62.3,1.934
10,4,4,0,0,0,2,bypass,0,85,51.1,1.766
11,4,4,0,0,0,0,highway,0,100,19.9,1.298
11,4,4,0,0,0,1,city,0,70,23.2,1.348
11,4,4,0,0,0,2,bypass,0,85,20.1,1.301
12,4,4,0,0,4,0,highway,0,100,56.9,2.067
12,4,4,0,0,4,1,city,0,70,58.7,2.102
12,4,4,0,0,4,2,bypass,0,85,49.7,1.931
13,4,4,0,0,4,0,highway,0,100,66.1,2.239
13,4,4,0,0,4,1,city,0,70,68.2,2.278
13,4,4,0,0,4,2,bypass,0,85,54.8,2.027
14,4,4,0,0,1,0,highway,0,100,51.7,1.815
14,4,4,0,0,1,1,city,0,70,47.6,1.75
14,4,4,0,0,1,2,bypass,0,85,32.2,1.507
15,4,4,0,0,1,0,highway,0,100,26.7,1.421
15,4,4,0,0,1,1,city,0,70,28.0,1.442
15,4,4,0,0,1,2,bypass,0,85,26.8,1.422
16,4,4,0,0,1,0,highway,0,100,34.8,1.548
16,4,4,0,0,1,1,city,0,70,40.2,1.634
16,4,4,0,0,1,2,bypass,0,85,28.0,1.441
17,4,4,0,0,0,0,highway,0,100,88.1,2.321
17,4,4,0,0,0,1,city,0,70,96.6,2.449
17,4,4,0,0,0,2,bypass,0,85,74.6,2.119
18,4,4,0,0,0,0,highway,0,100,82.7,2.241
18,4,4,0,0,0,1,city,0,70,94.7,2.421
18,4,4,0,0,0,2,bypass,0,85,75.3,2.129
19,4,4,0,0,0,0,highway,0,100,76.8,2.152
19,4,4,0,0,0,1,city,0,70,86.4,2.296
19,4,4,0,0,0,2,bypass,0,85,67.2,2.008
20,4,4,0,0,0,0,highway,0,100,87.4,2.312
20,4,4,0,0,0,1,city,0,70,98.0,2.47
20,4,4,0,0,0,2,bypass,0,85,79.5,2.192
21,4,4,0,0,1,0,highway,0,100,32.7,1.515
21,4,4,0,0,1,1,city,0,70,37.5,1.59
21,4,4,0,0,1,2,bypass,0,85,32.8,1.516
22,4,4,0,0,0,0,highway,0,100,32.8,1.493
22,4,4,0,0,0,1,city,0,70,38.3,1.575
22,4,4,0,0,0,2,bypass,0,85,23.1,1.346
23,4,4,0,0,4,0,highway,0,100,66.7,2.25
23,4,4,0,0,4,1,city,0,70,70.0,2.313
23,4,4,0,0,4,2,bypass,0,85,62.0,2.163
0,5,4,1,0,4,0,highway,0,100,20.9,1.391
0,5,4,1,0,4,1,city,0,70,19.3,1.362
0,5,4,1,0,4,2,bypass,0,85,12.1,1.226
1,5,4,1,0,1,0,highway,0,100,10.8,1.17
1,5,4,1,0,1,1,city,0,70,8.4,1.132
1,5,4,1,0,1,2,bypass,0,85,6.2,1.098
2,5,4,1,0,1,0,highway,0,100,16.9,1.266
2,5,4,1,0,1,1,city,0,70,21.1,1.332
2,5,4,1,0,1,2,bypass,0,85,14.5,1.228
3,5,4,1,0,4,0,highway,0,100,14.6,1.273
3,5,4,1,0,4,1,city,0,70,16.0,1.3
3,5,4,1,0,4,2,bypass,0,85,8.3,1.155
4,5,4,1,0,0,0,highway,0,100,6.1,1.092
4,5,4,1,0,0,1,city,0,70,8.3,1.125
4,5,4,1,0,0,2,bypass,0,85,4.3,1.064
5,5,4,1,0,1,0,highway,0,100,10.9,1.172
5,5,4,1,0,1,1,city,0,70,18.8,1.296
5,5,4,1,0,1,2,bypass,0,85,15.2,1.24
6,5,4,1,0,0,0,highway,0,100,11.1,1.166
6,5,4,1,0,0,1,city,0,70,14.1,1.212
6,5,4,1,0,0,2,bypass,0,85,8.6,1.128
7,5,4,1,0,1,0,highway,0,100,3.6,1.056
7,5,4,1,0,1,1,city,0,70,8.4,1.132
7,5,4,1,0,1,2,bypass,0,85,7.9,1.124
8,5,4,1,0,0,0,highway,0,100,11.2,1.169
8,5,4,1,0,0,1,city,0,70,15.7,1.236
8,5,4,1,0,0,2,bypass,0,85,4.6,1.069
9,5,4,1,0,4,0,highway,0,100,23.1,1.434
9,5,4,1,0,4,1,city,0,70,33.5,1.628
9,5,4,1,0,4,2,bypass,0,85,27.9,1.523
10,5,4,1,0,4,0,highway,0,100,42.1,1.79
10,5,4,1,0,4,1,city,0,70,46.8,1.877
10,5,4,1,0,4,2,bypass,0,85,34.2,1.641
11,5,4,1,0,0,0,highway,0,100,32.6,1.489
11,5,4,1,0,0,1,city,0,70,39.2,1.588
11,5,4,1,0,0,2,bypass,0,85,30.4,1.457
12,5,4,1,0,0,0,highway,1,100,57.1,1.857
12,5,4,1,0,0,1,city,1,70,63.8,1.957
12,5,4,1,0,0,2,bypass,1,85,44.2,1.663
13,5,4,1,0,4,0,highway,0,100,50.5,1.947
13,5,4,1,0,4,1,city,0,70,46.6,1.873
13,5,4,1,0,4,2,bypass,0,85,38.6,1.723
14,5,4,1,0,0,0,highway,0,100,33.3,1.499
14,5,4,1,0,0,1,city,0,70,28.5,1.428
14,5,4,1,0,0,2,bypass,0,85,24.9,1.373
15,5,4,1,0,4,0,highway,0,100,11.4,1.214
15,5,4,1,0,4,1,city,0,70,14.8,1.278
15,5,4,1,0,4,2,bypass,0,85,12.9,1.241
16,5,4,1,0,1,0,highway,0,100,17.6,1.278
16,5,4,1,0,1,1,city,0,70,11.7,1.184
16,5,4,1,0,1,2,bypass,0,85,15.9,1.25
17,5,4,1,0,0,0,highway,0,100,18.0,1.269
17,5,4,1,0,0,1,city,0,70,17.1,1.256
17,5,4,1,0,0,2,bypass,0,85,14.0,1.21
18,5,4,1,0,0,0,highway,0,100,53.7,1.805
18,5,4,1,0,0,1,city,0,70,55.9,1.839
18,5,4,1,0,0,2,bypass,0,85,48.2,1.723
19,5,4,1,0,0,0,highway,0,100,45.4,1.682
19,5,4,1,0,0,1,city,0,70,50.0,1.75
19,5,4,1,0,0,2,bypass,0,85,41.2,1.618
20,5,4,1,0,1,0,highway,0,100,60.3,1.95
20,5,4,1,0,1,1,city,0,70,59.5,1.938
20,5,4,1,0,1,2,bypass,0,85,48.4,1.763
21,5,4,1,0,0,0,highway,0,100,49.9,1.748
21,5,4,1,0,0,1,city,0,70,53.6,1.804
21,5,4,1,0,0,2,bypass,0,85,41.2,1.619
22,5,4,1,0,1,0,highway,0,100,67.9,2.069
22,5,4,1,0,1,1,city,0,70,76.2,2.2
22,5,4,1,0,1,2,bypass,0,85,54.8,1.864
23,5,4,1,0,0,0,highway,0,100,16.6,1.249
23,5,4,1,0,0,1,city,0,70,13.7,1.206
23,5,4,1,0,0,2,bypass,0,85,6.2,1.093
0,6,4,1,1,1,0,highway,0,100,9.4,1.148
0,6,4,1,1,1,1,city,0,70,5.8,1.091
0,6,4,1,1,1,2,bypass,0,85,11.4,1.18
1,6,4,1,1,4,0,highway,0,100,24.5,1.459
1,6,4,1,1,4,1,city,0,70,26.1,1.489
1,6,4,1,1,4,2,bypass,0,85,21.7,1.407
2,6,4,1,1,4,0,highway,0,100,31.2,1.585
2,6,4,1,1,4,1,city,0,70,28.7,1.537
2,6,4,1,1,4,2,bypass,0,85,18.8,1.353
3,6,4,1,1,0,0,highway,0,100,22.9,1.343
3,6,4,1,1,0,1,city,0,70,19.7,1.295
3,6,4,1,1,0,2,bypass,0,85,20.2,1.302
4,6,4,1,1,4,0,highway,0,100,12.8,1.239
4,6,4,1,1,4,1,city,0,70,16.1,1.302
4,6,4,1,1,4,2,bypass,0,85,9.1,1.17
5,6,4,1,1,1,0,highway,0,100,18.2,1.286
5,6,4,1,1,1,1,city,0,70,20.8,1.327
5,6,4,1,1,1,2,bypass,0,85,13.3,1.21
6,6,4,1,1,1,0,highway,0,100,12.9,1.203
6,6,4,1,1,1,1,city,0,70,8.2,1.129
6,6,4,1,1,1,2,bypass,0,85,12.3,1.194
7,6,4,1,1,4,0,highway,0,100,20.4,1.383
7,6,4,1,1,4,1,city,0,70,22.3,1.417
7,6,4,1,1,4,2,bypass,0,85,21.5,1.404
8,6,4,1,1,0,0,highway,0,100,6.9,1.103
8,6,4,1,1,0,1,city,0,70,6.5,1.098
8,6,4,1,1,0,2,bypass,0,85,7.4,1.111
9,6,4,1,1,0,0,highway,0,100,10.6,1.16
9,6,4,1,1,0,1,city,0,70,10.0,1.15
9,6,4,1,1,0,2,bypass,0,85,8.2,1.123
10,6,4,1,1,4,0,highway,0,100,39.6,1.743
10,6,4,1,1,4,1,city,0,70,46.3,1.868
10,6,4,1,1,4,2,bypass,0,85,31.6,1.592
11,6,4,1,1,0,0,highway,0,100,42.5,1.638
11,6,4,1,1,0,1,city,0,70,47.5,1.712
11,6,4,1,1,0,2,bypass,0,85,38.4,1.575
12,6,4,1,1,4,0,highway,0,100,40.2,1.754
12,6,4,1,1,4,1,city,0,70,43.2,1.811
12,6,4,1,1,4,2,bypass,0,85,31.9,1.597
13,6,4,1,1,4,0,highway,0,100,40.4,1.758
13,6,4,1,1,4,1,city,0,70,45.0,1.843
13,6,4,1,1,4,2,bypass,0,85,35.8,1.671
14,6,4,1,1,0,0,highway,0,100,29.5,1.442
14,6,4,1,1,0,1,city,0,70,26.1,1.391
14,6,4,1,1,0,2,bypass,0,85,24.4,1.367
15,6,4,1,1,4,0,highway,0,100,18.2,1.342
15,6,4,1,1,4,1,city,0,70,18.4,1.345
15,6,4,1,1,4,2,bypass,0,85,23.0,1.431
16,6,4,1,1,0,0,highway,0,100,5.0,1.074
16,6,4,1,1,0,1,city,0,70,6.5,1.098
16,6,4,1,1,0,2,bypass,0,85,2.2,1.034
17,6,4,1,1,1,0,highway,0,100,15.3,1.241
17,6,4,1,1,1,1,city,0,70,22.1,1.348
17,6,4,1,1,1,2,bypass,0,85,14.9,1.234
18,6,4,1,1,1,0,highway,0,100,51.2,1.807
18,6,4,1,1,1,1,city,0,70,50.8,1.8
18,6,4,1,1,1,2,bypass,0,85,40.5,1.638
19,6,4,1,1,4,0,highway,0,100,67.0,2.257
19,6,4,1,1,4,1,city,0,70,71.2,2.335
19,6,4,1,1,4,2,bypass,0,85,56.7,2.063
20,6,4,1,1,0,0,highway,0,100,37.3,1.56
20,6,4,1,1,0,1,city,0,70,43.2,1.648
20,6,4,1,1,0,2,bypass,0,85,33.7,1.505
21,6,4,1,1,0,0,highway,0,100,54.1,1.812
21,6,4,1,1,0,1,city,0,70,56.3,1.845
21,6,4,1,1,0,2,bypass,0,85,46.4,1.696
22,6,4,1,1,1,0,highway,0,100,63.3,1.996
22,6,4,1,1,1,1,city,0,70,70.3,2.108
22,6,4,1,1,1,2,bypass,0,85,51.0,1.803
23,6,4,1,1,1,0,highway,0,100,20.8,1.327
23,6,4,1,1,1,1,city,0,70,29.8,1.47
23,6,4,1,1,1,2,bypass,0,85,24.4,1.384
0,0,4,0,0,1,0,highway,0,100,6.2,1.098
0,0,4,0,0,1,1,city,0,70,7.2,1.114
0,0,4,0,0,1,2,bypass,0,85,8.0,1.125
1,0,4,0,0,0,0,highway,0,100,12.2,1.182
1,0,4,0,0,0,1,city,0,70,16.3,1.245
1,0,4,0,0,0,2,bypass,0,85,8.3,1.124
2,0,4,0,0,0,0,highway,0,100,15.6,1.234
2,0,4,0,0,0,1,city,0,70,14.4,1.216
2,0,4,0,0,0,2,bypass,0,85,7.1,1.107
3,0,4,0,0,0,0,highway,0,100,7.7,1.116
3,0,4,0,0,0,1,city,0,70,16.3,1.245
3,0,4,0,0,0,2,bypass,0,85,12.3,1.185
4,0,4,0,0,4,0,highway,0,100,11.0,1.207
4,0,4,0,0,4,1,city,0,70,14.2,1.267
4,0,4,0,0,4,2,bypass,0,85,6.8,1.127
5,0,4,0,0,0,0,highway,0,100,2.0,1.03
5,0,4,0,0,0,1,city,0,70,2.6,1.038
5,0,4,0,0,0,2,bypass,0,85,2.0,1.03
6,0,4,0,0,0,0,highway,0,100,52.3,1.785
6,0,4,0,0,0,1,city,0,70,61.4,1.92
6,0,4,0,0,0,2,bypass,0,85,43.7,1.656
7,0,4,0,0,4,0,highway,0,100,48.0,1.9
7,0,4,0,0,4,1,city,0,70,52.4,1.983
7,0,4,0,0,4,2,bypass,0,85,42.6,1.799
8,0,4,0,0,0,0,highway,0,100,52.7,1.79
8,0,4,0,0,0,1,city,0,70,59.4,1.892
8,0,4,0,0,0,2,bypass,0,85,45.3,1.68
9,0,4,0,0,4,0,highway,0,100,95.7,2.794
9,0,4,0,0,4,1,city,0,70,97.2,2.823
9,0,4,0,0,4,2,bypass,0,85,80.1,2.503
10,0,4,0,0,1,0,highway,0,100,72.5,2.143
10,0,4,0,0,1,1,city,0,70,88.3,2.391
10,0,4,0,0,1,2,bypass,0,85,68.4,2.077
11,0,4,0,0,4,0,highway,0,100,58.1,2.09
11,0,4,0,0,4,1,city,0,70,57.0,2.068
11,0,4,0,0,4,2,bypass,0,85,44.0,1.826
12,0,4,0,0,0,0,highway,0,100,40.6,1.609
12,0,4,0,0,0,1,city,0,70,44.0,1.66
12,0,4,0,0,0,2,bypass,0,85,32.0,1.48
13,0,4,0,0,0,0,highway,0,100,45.5,1.683
13,0,4,0,0,0,1,city,0,70,55.8,1.838
13,0,4,0,0,0,2,bypass,0,85,37.0,1.556
14,0,4,0,0,1,0,highway,0,100,47.5,1.748
14,0,4,0,0,1,1,city,0,70,49.6,1.781
14,0,4,0,0,1,2,bypass,0,85,35.7,1.562
15,0,4,0,0,4,0,highway,0,100,27.6,1.517
15,0,4,0,0,4,1,city,0,70,31.1,1.583
15,0,4,0,0,4,2,bypass,0,85,22.9,1.429
16,0,4,0,0,1,0,highway,0,100,23.4,1.369
16,0,4,0,0,1,1,city,0,70,32.3,1.508
16,0,4,0,0,1,2,bypass,0,85,25.6,1.403
17,0,4,0,0,0,0,highway,0,100,81.2,2.218
17,0,4,0,0,0,1,city,0,70,89.2,2.338
17,0,4,0,0,0,2,bypass,0,85,72.0,2.08
18,0,4,0,0,1,0,highway,0,100,84.7,2.334
18,0,4,0,0,1,1,city,0,70,98.0,2.543
18,0,4,0,0,1,2,bypass,0,85,76.9,2.211
19,0,4,0,0,1,0,highway,0,100,85.2,2.342
19,0,4,0,0,1,1,city,0,70,98.0,2.543
19,0,4,0,0,1,2,bypass,0,85,81.4,2.282
20,0,4,0,0,1,0,highway,0,100,88.9,2.401
20,0,4,0,0,1,1,city,0,70,98.0,2.543
20,0,4,0,0,1,2,bypass,0,85,76.9,2.211
21,0,4,0,0,1,0,highway,0,100,45.9,1.723
21,0,4,0,0,1,1,city,0,70,46.7,1.736
21,0,4,0,0,1,2,bypass,0,85,35.4,1.557
22,0,4,0,0,4,0,highway,1,100,78.4,2.469
22,0,4,0,0,4,1,city,1,70,82.0,2.537
22,0,4,0,0,4,2,bypass,1,85,61.6,2.155
23,0,4,0,0,1,0,highway,0,100,37.3,1.588
23,0,4,0,0,1,1,city,0,70,37.1,1.585
23,0,4,0,0,1,2,bypass,0,85,31.1,1.489
0,1,4,0,0,0,0,highway,0,100,18.5,1.278
0,1,4,0,0,0,1,city,0,70,12.0,1.18
0,1,4,0,0,0,2,bypass,0,85,10.9,1.164
1,1,4,0,0,0,0,highway,0,100,2.0,1.03
1,1,4,0,0,0,1,city,0,70,5.5,1.083
1,1,4,0,0,0,2,bypass,0,85,4.5,1.068
2,1,4,0,0,0,0,highway,0,100,10.0,1.15
2,1,4,0,0,0,1,city,0,70,2.0,1.03
2,1,4,0,0,0,2,bypass,0,85,4.9,1.074
3,1,4,0,0,0,0,highway,0,100,2.0,1.03
3,1,4,0,0,0,1,city,0,70,7.7,1.115
3,1,4,0,0,0,2,bypass,0,85,7.6,1.114
4,1,4,0,0,0,0,highway,0,100,9.0,1.134
4,1,4,0,0,0,1,city,0,70,6.5,1.097
4,1,4,0,0,0,2,bypass,0,85,5.5,1.083
5,1,4,0,0,0,0,highway,0,100,5.0,1.075
5,1,4,0,0,0,1,city,0,70,7.8,1.117
5,1,4,0,0,0,2,bypass,0,85,2.0,1.03
6,1,4,0,0,0,0,highway,0,100,30.2,1.452
6,1,4,0,0,0,1,city,0,70,33.9,1.508
6,1,4,0,0,0,2,bypass,0,85,31.6,1.474
7,1,4,0,0,0,0,highway,0,100,44.5,1.667
7,1,4,0,0,0,1,city,0,70,47.8,1.717
7,1,4,0,0,0,2,bypass,0,85,33.6,1.504
8,1,4,0,0,4,0,highway,0,100,93.2,2.748
8,1,4,0,0,4,1,city,0,70,97.9,2.836
8,1,4,0,0,4,2,bypass,0,85,80.4,2.508
9,1,4,0,0,4,0,highway,0,100,90.9,2.705
9,1,4,0,0,4,1,city,0,70,98.0,2.837
9,1,4,0,0,4,2,bypass,0,85,77.6,2.455
10,1,4,0,0,0,0,highway,0,100,64.0,1.96
10,1,4,0,0,0,1,city,0,70,74.1,2.112
10,1,4,0,0,0,2,bypass,0,85,64.1,1.961
11,1,4,0,0,4,0,highway,0,100,21.7,1.406
11,1,4,0,0,4,1,city,0,70,17.0,1.318
11,1,4,0,0,4,2,bypass,0,85,17.3,1.324
12,1,4,0,0,1,0,highway,0,100,49.6,1.781
12,1,4,0,0,1,1,city,0,70,42.2,1.665
12,1,4,0,0,1,2,bypass,0,85,33.2,1.523
13,1,4,0,0,0,0,highway,0,100,47.3,1.709
13,1,4,0,0,0,1,city,0,70,54.0,1.81
13,1,4,0,0,0,2,bypass,0,85,35.5,1.533
14,1,4,0,0,0,0,highway,0,100,60.4,1.906
14,1,4,0,0,0,1,city,0,70,65.2,1.978
14,1,4,0,0,0,2,bypass,0,85,52.8,1.791
15,1,4,0,0,1,0,highway,1,100,33.3,1.524
15,1,4,0,0,1,1,city,1,70,41.6,1.655
15,1,4,0,0,1,2,bypass,1,85,33.2,1.523
16,1,4,0,0,1,0,highway,0,100,39.8,1.627
16,1,4,0,0,1,1,city,0,70,49.2,1.774
16,1,4,0,0,1,2,bypass,0,85,34.8,1.548
17,1,4,0,0,1,0,highway,0,100,81.3,2.28
17,1,4,0,0,1,1,city,0,70,91.3,2.438
17,1,4,0,0,1,2,bypass,0,85,72.2,2.138
18,1,4,0,0,0,0,highway,0,100,79.1,2.187
18,1,4,0,0,0,1,city,0,70,88.4,2.327
18,1,4,0,0,0,2,bypass,0,85,67.3,2.01
19,1,4,0,0,0,0,highway,0,100,82.3,2.234
19,1,4,0,0,0,1,city,0,70,82.9,2.243
19,1,4,0,0,0,2,bypass,0,85,67.9,2.019
20,1,4,0,0,0,0,highway,0,100,76.9,2.153
20,1,4,0,0,0,1,city,0,70,91.9,2.378
20,1,4,0,0,0,2,bypass,0,85,75.3,2.129
21,1,4,0,0,0,0,highway,0,100,52.7,1.79
21,1,4,0,0,0,1,city,0,70,53.1,1.797
21,1,4,0,0,0,2,bypass,0,85,45.8,1.687
22,1,4,0,0,0,0,highway,0,100,33.1,1.497
22,1,4,0,0,0,1,city,0,70,35.0,1.525
22,1,4,0,0,0,2,bypass,0,85,23.6,1.355
23,1,4,0,0,0,0,highway,0,100,38.9,1.583
23,1,4,0,0,0,1,city,0,70,39.2,1.589
23,1,4,0,0,0,2,bypass,0,85,29.8,1.447
0,2,4,0,1,4,0,highway,0,100,15.3,1.287
0,2,4,0,1,4,1,city,0,70,15.1,1.283
0,2,4,0,1,4,2,bypass,0,85,17.3,1.324
1,2,4,0,1,4,0,highway,0,100,15.8,1.296
1,2,4,0,1,4,1,city,0,70,24.5,1.459
1,2,4,0,1,4,2,bypass,0,85,18.1,1.34
2,2,4,0,1,0,0,highway,0,100,10.3,1.155
2,2,4,0,1,0,1,city,0,70,9.2,1.138
2,2,4,0,1,0,2,bypass,0,85,9.9,1.149
3,2,4,0,1,4,0,highway,0,100,18.9,1.355
3,2,4,0,1,4,1,city,0,70,28.0,1.524
3,2,4,0,1,4,2,bypass,0,85,16.9,1.317
4,2,4,0,1,0,0,highway,0,100,6.8,1.102
4,2,4,0,1,0,1,city,0,70,9.5,1.142
4,2,4,0,1,0,2,bypass,0,85,8.5,1.127
5,2,4,0,1,0,0,highway,0,100,14.8,1.222
5,2,4,0,1,0,1,city,0,70,12.6,1.189
5,2,4,0,1,0,2,bypass,0,85,13.4,1.201
6,2,4,0,1,0,0,highway,0,100,20.1,1.301
6,2,4,0,1,0,1,city,0,70,15.4,1.23
6,2,4,0,1,0,2,bypass,0,85,12.6,1.189
7,2,4,0,1,1,0,highway,0,100,12.3,1.194
7,2,4,0,1,1,1,city,0,70,12.7,1.2
7,2,4,0,1,1,2,bypass,0,85,9.7,1.154
8,2,4,0,1,4,0,highway,0,100,9.7,1.182
8,2,4,0,1,4,1,city,0,70,12.7,1.238
8,2,4,0,1,4,2,bypass,0,85,7.5,1.141
9,2,4,0,1,1,0,highway,0,100,8.2,1.129
9,2,4,0,1,1,1,city,0,70,6.9,1.109
9,2,4,0,1,1,2,bypass,0,85,7.3,1.115
10,2,4,0,1,0,0,highway,0,100,37.6,1.564
10,2,4,0,1,0,1,city,0,70,40.3,1.605
10,2,4,0,1,0,2,bypass,0,85,31.0,1.465
11,2,4,0,1,1,0,highway,0,100,39.8,1.626
11,2,4,0,1,1,1,city,0,70,46.5,1.733
11,2,4,0,1,1,2,bypass,0,85,39.3,1.619
12,2,4,0,1,0,0,highway,0,100,46.6,1.699
12,2,4,0,1,0,1,city,0,70,53.4,1.801
12,2,4,0,1,0,2,bypass,0,85,36.4,1.546
13,2,4,0,1,4,0,highway,0,100,57.2,2.072
13,2,4,0,1,4,1,city,0,70,63.3,2.186
13,2,4,0,1,4,2,bypass,0,85,45.0,1.845
14,2,4,0,1,1,0,highway,0,100,48.6,1.765
14,2,4,0,1,1,1,city,0,70,48.5,1.763
14,2,4,0,1,1,2,bypass,0,85,34.3,1.54
15,2,4,0,1,0,0,highway,0,100,13.7,1.206
15,2,4,0,1,0,1,city,0,70,15.9,1.239
15,2,4,0,1,0,2,bypass,0,85,12.7,1.19
16,2,4,0,1,1,0,highway,0,100,5.6,1.089
16,2,4,0,1,1,1,city,0,70,4.3,1.068
16,2,4,0,1,1,2,bypass,0,85,9.8,1.155
17,2,4,0,1,1,0,highway,0,100,22.0,1.346
17,2,4,0,1,1,1,city,0,70,16.2,1.255
17,2,4,0,1,1,2,bypass,0,85,13.2,1.207
18,2,4,0,1,0,0,highway,0,100,58.1,1.871
18,2,4,0,1,0,1,city,0,70,61.1,1.916
18,2,4,0,1,0,2,bypass,0,85,45.3,1.68
19,2,4,0,1,1,0,highway,0,100,57.4,1.903
19,2,4,0,1,1,1,city,0,70,65.6,2.034
19,2,4,0,1,1,2,bypass,0,85,52.2,1.823
20,2,4,0,1,0,0,highway,0,100,41.5,1.623
20,2,4,0,1,0,1,city,0,70,45.8,1.687
20,2,4,0,1,0,2,bypass,0,85,32.6,1.49
21,2,4,0,1,1,0,highway,0,100,40.6,1.639
21,2,4,0,1,1,1,city,0,70,45.2,1.712
21,2,4,0,1,1,2,bypass,0,85,42.5,1.67
22,2,4,0,1,4,0,highway,0,100,73.3,2.373
22,2,4,0,1,4,1,city,0,70,74.0,2.387
22,2,4,0,1,4,2,bypass,0,85,59.7,2.12
23,2,4,0,1,4,0,highway,0,100,27.6,1.517
23,2,4,0,1,4,1,city,0,70,29.5,1.552
23,2,4,0,1,4,2,bypass,0,85,22.7,1.425
0,3,4,0,0,1,0,highway,0,100,12.8,1.201
0,3,4,0,0,1,1,city,0,70,11.2,1.177
0,3,4,0,0,1,2,bypass,0,85,13.4,1.211
1,3,4,0,0,1,0,highway,0,100,9.9,1.156
1,3,4,0,0,1,1,city,0,70,11.4,1.179
1,3,4,0,0,1,2,bypass,0,85,5.4,1.085
2,3,4,0,0,0,0,highway,0,100,3.1,1.047
2,3,4,0,0,0,1,city,0,70,3.2,1.047
2,3,4,0,0,0,2,bypass,0,85,4.6,1.069
3,3,4,0,0,1,0,highway,0,100,5.2,1.082
3,3,4,0,0,1,1,city,0,70,16.0,1.253
3,3,4,0,0,1,2,bypass,0,85,13.1,1.206
4,3,4,0,0,0,0,highway,0,100,9.5,1.142
4,3,4,0,0,0,1,city,0,70,7.0,1.105
4,3,4,0,0,0,2,bypass,0,85,5.9,1.088
5,3,4,0,0,0,0,highway,1,100,8.8,1.132
5,3,4,0,0,0,1,city,1,70,12.0,1.181
5,3,4,0,0,0,2,bypass,1,85,11.2,1.168
6,3,4,0,0,0,0,highway,0,100,55.1,1.827
6,3,4,0,0,0,1,city,0,70,52.7,1.791
6,3,4,0,0,0,2,bypass,0,85,47.5,1.713
7,3,4,0,0,0,0,highway,0,100,40.4,1.605
7,3,4,0,0,0,1,city,0,70,40.3,1.605
7,3,4,0,0,0,2,bypass,0,85,35.3,1.529
8,3,4,0,0,1,0,highway,1,100,88.4,2.393
8,3,4,0,0,1,1,city,1,70,96.3,2.516
8,3,4,0,0,1,2,bypass,1,85,77.8,2.225
9,3,4,0,0,0,0,highway,0,100,72.8,2.092
9,3,4,0,0,0,1,city,0,70,77.4,2.161
